pg,os,type,os_code,os_arch,pkg,ext,pname,miss,hide,pkg_repo,pkg_ver,count
14,el8.aarch64,rpm,el8,aarch64,age,age,apache-age_14,t,f,pigsty,1.5.0,1
14,el8.aarch64,rpm,el8,aarch64,aggs_for_arrays,aggs_for_arrays,aggs_for_arrays_14,t,f,pigsty,1.3.3,1
14,el8.aarch64,rpm,el8,aarch64,aggs_for_vecs,aggs_for_vecs,aggs_for_vecs_14,t,f,pigsty,1.4.0,1
14,el8.aarch64,rpm,el8,aarch64,asn1oid,asn1oid,asn1oid_14,t,f,pigsty,1.5,1
14,el8.aarch64,rpm,el8,aarch64,aws_s3,aws_s3,aws_s3_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,babelfishpg_common,babelfishpg_common,babelfishpg-common,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,babelfishpg_money,babelfishpg_money,babelfishpg-money,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,babelfishpg_tds,babelfishpg_tds,babelfishpg-tds,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,babelfishpg_tsql,babelfishpg_tsql,babelfishpg-tsql,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,bgw_replstatus,bgw_replstatus,bgw_replstatus_14,t,f,pgdg,1.0.8,2
14,el8.aarch64,rpm,el8,aarch64,chkpass,chkpass,chkpass_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,citus,citus,citus_14,t,f,pigsty,13.0.0,16
14,el8.aarch64,rpm,el8,aarch64,count_distinct,count_distinct,count_distinct_14,t,f,pigsty,3.0.2,2
14,el8.aarch64,rpm,el8,aarch64,credcheck,credcheck,credcheck_14,t,f,pgdg,3.0,10
14,el8.aarch64,rpm,el8,aarch64,cryptint,cryptint,cryptint_14,t,f,pigsty,1.0.0,1
14,el8.aarch64,rpm,el8,aarch64,data_historization,data_historization,data_historization_14,t,f,pigsty,1.1.0,1
14,el8.aarch64,rpm,el8,aarch64,db2_fdw,db2_fdw,db2_fdw_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,db_migrator,db_migrator,db_migrator_14,t,f,pigsty,1.0.0,1
14,el8.aarch64,rpm,el8,aarch64,dbt2,dbt2,dbt2-pg14-extensions,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,ddl_historization,ddl_historization,ddl_historization_14,t,f,pigsty,0.0.7,1
14,el8.aarch64,rpm,el8,aarch64,ddsketch,ddsketch,ddsketch_14,t,f,pigsty,1.0.1,1
14,el8.aarch64,rpm,el8,aarch64,debversion,debversion,,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,decoder_raw,decoder_raw,decoder_raw_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,decoderbufs,decoderbufs,postgres-decoderbufs_14,t,f,pgdg,3.1.1,10
14,el8.aarch64,rpm,el8,aarch64,documentdb,documentdb,documentdb_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,duckdb_fdw,duckdb_fdw,duckdb_fdw_14,t,f,pigsty,1.1.2,1
14,el8.aarch64,rpm,el8,aarch64,emaj,emaj,e-maj_14,t,f,pgdg,4.6.0,8
14,el8.aarch64,rpm,el8,aarch64,envvar,envvar,pg_envvar_14,t,f,pigsty,1.0.1,2
14,el8.aarch64,rpm,el8,aarch64,extra_window_functions,extra_window_functions,extra_window_functions_14,t,f,pgdg,1.0,1
14,el8.aarch64,rpm,el8,aarch64,faker,faker,postgresql_faker_14,t,f,pgdg,0.5.3,1
14,el8.aarch64,rpm,el8,aarch64,firebird_fdw,firebird_fdw,firebird_fdw_14,t,f,pigsty,1.4.0,2
14,el8.aarch64,rpm,el8,aarch64,first_last_agg,first_last_agg,first_last_agg_14,t,f,pigsty,0.1.4,1
14,el8.aarch64,rpm,el8,aarch64,floatfile,floatfile,floatfile_14,t,f,pigsty,1.3.1,1
14,el8.aarch64,rpm,el8,aarch64,floatvec,floatvec,floatvec_14,t,f,pigsty,1.1.1,2
14,el8.aarch64,rpm,el8,aarch64,geoip,geoip,geoip_14,t,f,pigsty,0.3.0,2
14,el8.aarch64,rpm,el8,aarch64,hashtypes,hashtypes,hashtypes_14,t,f,pigsty,0.1.5,1
14,el8.aarch64,rpm,el8,aarch64,hdfs_fdw,hdfs_fdw,hdfs_fdw_14,t,f,pgdg,2.3.2,3
14,el8.aarch64,rpm,el8,aarch64,hll,hll,hll_14,t,f,pgdg,2.18,2
14,el8.aarch64,rpm,el8,aarch64,hunspell_cs_cz,hunspell_cs_cz,hunspell_cs_cz_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hunspell_de_de,hunspell_de_de,hunspell_de_de_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hunspell_en_us,hunspell_en_us,hunspell_en_us_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hunspell_fr,hunspell_fr,hunspell_fr_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hunspell_ne_np,hunspell_ne_np,hunspell_ne_np_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hunspell_nl_nl,hunspell_nl_nl,hunspell_nl_nl_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hunspell_nn_no,hunspell_nn_no,hunspell_nn_no_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hunspell_pt_pt,hunspell_pt_pt,hunspell_pt_pt_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,hunspell_ru_ru,hunspell_ru_ru,hunspell_ru_ru_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hunspell_ru_ru_aot,hunspell_ru_ru_aot,hunspell_ru_ru_aot_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,hydra,columnar,hydra_14,t,f,pigsty,1.1.2,1
14,el8.aarch64,rpm,el8,aarch64,hypopg,hypopg,hypopg_14,t,f,pgdg,1.4.1,3
14,el8.aarch64,rpm,el8,aarch64,icu_ext,icu_ext,icu_ext_14,t,f,pigsty,1.9.0,2
14,el8.aarch64,rpm,el8,aarch64,imgsmlr,imgsmlr,imgsmlr_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,index_advisor,index_advisor,index_advisor_14,t,f,pigsty,0.2.0,1
14,el8.aarch64,rpm,el8,aarch64,ip4r,ip4r,ip4r_14,t,f,pgdg,2.4.2,2
14,el8.aarch64,rpm,el8,aarch64,jdbc_fdw,jdbc_fdw,jdbc_fdw_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,jsquery,jsquery,jsquery_14,t,f,pgdg,1.2,1
14,el8.aarch64,rpm,el8,aarch64,kafka_fdw,kafka_fdw,kafka_fdw_14,t,f,pigsty,0.0.3,1
14,el8.aarch64,rpm,el8,aarch64,log_fdw,log_fdw,log_fdw_14,t,f,pigsty,1.4,1
14,el8.aarch64,rpm,el8,aarch64,logerrors,logerrors,logerrors_14,t,f,pgdg,2.1.3,6
14,el8.aarch64,rpm,el8,aarch64,login_hook,login_hook,login_hook_14,t,f,pgdg,1.7,3
14,el8.aarch64,rpm,el8,aarch64,lower_quantile,lower_quantile,lower_quantile_14,t,f,pigsty,1.0.3,1
14,el8.aarch64,rpm,el8,aarch64,md5hash,md5hash,md5hash_14,t,f,pigsty,1.0.1,1
14,el8.aarch64,rpm,el8,aarch64,mimeo,mimeo,mimeo_14,t,f,pigsty,1.5.1,1
14,el8.aarch64,rpm,el8,aarch64,mobilitydb,mobilitydb,,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,mongo_fdw,mongo_fdw,mongo_fdw_14,t,f,pgdg,5.5.1,1
14,el8.aarch64,rpm,el8,aarch64,multicorn,multicorn,multicorn2_14,t,f,pgdg,3.0,4
14,el8.aarch64,rpm,el8,aarch64,mysql_fdw,mysql_fdw,mysql_fdw_14,t,f,pgdg,2.9.2,3
14,el8.aarch64,rpm,el8,aarch64,numeral,numeral,numeral_14,t,f,pigsty,1.3,1
14,el8.aarch64,rpm,el8,aarch64,odbc_fdw,odbc_fdw,odbc_fdw_14,t,f,pgdg,0.5.1,1
14,el8.aarch64,rpm,el8,aarch64,ogr_fdw,ogr_fdw,ogr_fdw_14,t,f,pgdg,1.1.7,5
14,el8.aarch64,rpm,el8,aarch64,omnigres,omni,omnigres_14,t,f,pigsty,20250120,1
14,el8.aarch64,rpm,el8,aarch64,omnisketch,omnisketch,omnisketch_14,t,f,pigsty,1.0.2,1
14,el8.aarch64,rpm,el8,aarch64,oracle_fdw,oracle_fdw,oracle_fdw_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,orafce,orafce,orafce_14,t,f,pgdg,4.14.4,18
14,el8.aarch64,rpm,el8,aarch64,orioledb,orioledb,orioledb_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pagevis,pagevis,pagevis_14,t,f,pigsty,0.1,1
14,el8.aarch64,rpm,el8,aarch64,passwordcheck,passwordcheck_cracklib,passwordcheck_cracklib_14,t,f,pgdg,3.0.0,1
14,el8.aarch64,rpm,el8,aarch64,periods,periods,periods_14,t,f,pgdg,1.2.2,2
14,el8.aarch64,rpm,el8,aarch64,permuteseq,permuteseq,permuteseq_14,t,f,pigsty,1.2.2,1
14,el8.aarch64,rpm,el8,aarch64,pg4ml,pg4ml,pg4ml_14,t,f,pigsty,2.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_acl,acl,acl_14,t,f,pigsty,1.0.4,1
14,el8.aarch64,rpm,el8,aarch64,pg_analytics,pg_analytics,pg_analytics_14,t,f,pigsty,0.3.7,1
14,el8.aarch64,rpm,el8,aarch64,pg_anon,anon,pg_anon_14,t,f,pigsty,2.1.1,2
14,el8.aarch64,rpm,el8,aarch64,pg_arraymath,arraymath,pg_arraymath_14,t,f,pigsty,1.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_auditor,pg_auditor,pg_auditor_14,t,f,pigsty,0.2,1
14,el8.aarch64,rpm,el8,aarch64,pg_auth_mon,pg_auth_mon,pg_auth_mon_14,t,f,pgdg,2.0,2
14,el8.aarch64,rpm,el8,aarch64,pg_background,pg_background,pg_background_14,t,f,pgdg,1.3,2
14,el8.aarch64,rpm,el8,aarch64,pg_base36,base36,pg_base36_14,t,f,pigsty,1.0.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_base58,pg_base58,pg_base58_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_base62,base62,pg_base62_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_bestmatch,pg_bestmatch,pg_bestmatch_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_bigm,pg_bigm,pg_bigm_14,t,f,pgdg,1.2_20240606,2
14,el8.aarch64,rpm,el8,aarch64,pg_bulkload,pg_bulkload,pg_bulkload_14,t,f,pigsty,3.1.22,4
14,el8.aarch64,rpm,el8,aarch64,pg_bzip,bzip,pg_bzip_14,t,f,pigsty,1.0.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_cardano,pg_cardano,pg_cardano_14,t,f,pigsty,1.0.5,2
14,el8.aarch64,rpm,el8,aarch64,pg_catcheck,pg_catcheck,pg_catcheck_14,t,f,pgdg,1.6.0,2
14,el8.aarch64,rpm,el8,aarch64,pg_cheat_funcs,pg_cheat_funcs,pg_cheat_funcs_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_checksums,pg_checksums,pg_checksums_14,t,f,pgdg,1.1,2
14,el8.aarch64,rpm,el8,aarch64,pg_collection,collection,pgcollection_14,t,f,pigsty,1.0.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_convert,convert,pg_convert_14,t,f,pigsty,0.0.4,1
14,el8.aarch64,rpm,el8,aarch64,pg_cooldown,pg_cooldown,pg_cooldown_14,t,f,pigsty,0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_country,country,pg_country_14,t,f,pigsty,0.0.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_crash,pg_crash,pg_crash_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_cron,pg_cron,pg_cron_14,t,f,pgdg,1.6.5,9
14,el8.aarch64,rpm,el8,aarch64,pg_curl,pg_curl,pg_curl_14,t,f,pgdg,2.4.4,3
14,el8.aarch64,rpm,el8,aarch64,pg_currency,currency,pg_currency_14,t,f,pigsty,0.0.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_dbms_job,pg_dbms_job,pg_dbms_job_14,t,f,pgdg,1.5,1
14,el8.aarch64,rpm,el8,aarch64,pg_dbms_lock,pg_dbms_lock,pg_dbms_lock_14,t,f,pgdg,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_dbms_metadata,pg_dbms_metadata,pg_dbms_metadata_14,t,f,pgdg,1.0.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_ddlx,ddlx,ddlx_14,t,f,pigsty,0.29,7
14,el8.aarch64,rpm,el8,aarch64,pg_dirtyread,pg_dirtyread,pg_dirtyread_14,t,f,pgdg,2.7,1
14,el8.aarch64,rpm,el8,aarch64,pg_drop_events,pg_drop_events,pg_drop_events_14,t,f,pigsty,0.1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_duckdb,pg_duckdb,pg_duckdb_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pg_duration,pg_duration,pg_duration_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pg_ecdsa,pguecc,pg_ecdsa_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_explain_ui,explain_ui,pg_explain_ui_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_extra_time,pg_extra_time,pg_extra_time_14,t,f,pgdg,2.0.0,3
14,el8.aarch64,rpm,el8,aarch64,pg_fact_loader,pg_fact_loader,pg_fact_loader_14,t,f,pgdg,2.0.1,2
14,el8.aarch64,rpm,el8,aarch64,pg_failover_slots,pg_failover_slots,pg_failover_slots_14,t,f,pigsty,1.1.0,4
14,el8.aarch64,rpm,el8,aarch64,pg_financial,financial,pg_financial_14,t,f,pigsty,1.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_fio,fio,pg_fio_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_fkpart,pg_fkpart,pg_fkpart_14,t,f,pgdg,1.7.0,2
14,el8.aarch64,rpm,el8,aarch64,pg_geohash,pg_geohash,pg_geohash_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_graphql,pg_graphql,pg_graphql_14,t,f,pigsty,1.5.11,1
14,el8.aarch64,rpm,el8,aarch64,pg_gzip,gzip,pgsql_gzip_14,t,f,pigsty,1.0.0,2
14,el8.aarch64,rpm,el8,aarch64,pg_h3,h3,h3-pg_14,t,f,pgdg,4.1.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_hashids,pg_hashids,pg_hashids_14,t,f,pigsty,1.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_hashlib,hashlib,pg_hashlib_14,t,f,pigsty,1.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_hint_plan,pg_hint_plan,pg_hint_plan_14,t,f,pgdg,1.4.3,2
14,el8.aarch64,rpm,el8,aarch64,pg_html5_email_address,pg_html5_email_address,pg_html5_email_address_14,t,f,pigsty,1.2.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_http,http,pgsql_http_14,t,f,pgdg,1.6.3,4
14,el8.aarch64,rpm,el8,aarch64,pg_idkit,pg_idkit,pg_idkit_14,t,f,pigsty,0.3.0,2
14,el8.aarch64,rpm,el8,aarch64,pg_incremental,pg_incremental,pg_incremental_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pg_ivm,pg_ivm,pg_ivm_14,t,f,pgdg,1.11,9
14,el8.aarch64,rpm,el8,aarch64,pg_jobmon,pg_jobmon,pg_jobmon_14,t,f,pgdg,1.4.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_jsonschema,pg_jsonschema,pg_jsonschema_14,t,f,pigsty,0.3.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_later,pg_later,pg_later_14,t,f,pigsty,0.3.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_math,pg_math,pg_math_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_meta,meta,pg_meta_14,t,f,pigsty,0.4.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_mooncake,pg_mooncake,pg_mooncake_14,t,f,pigsty,0.1.2,1
14,el8.aarch64,rpm,el8,aarch64,pg_net,pg_net,pg_net_14,t,f,pigsty,0.9.2,3
14,el8.aarch64,rpm,el8,aarch64,pg_noset,noset,noset_14,t,f,pigsty,0.3.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_orphaned,pg_orphaned,pg_orphaned_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_parquet,pg_parquet,pg_parquet_14,t,f,pigsty,0.4.0,2
14,el8.aarch64,rpm,el8,aarch64,pg_partman,pg_partman,pg_partman_14,t,f,pgdg,5.2.4,13
14,el8.aarch64,rpm,el8,aarch64,pg_permissions,pg_permissions,pg_permissions_14,t,f,pgdg,1.3,3
14,el8.aarch64,rpm,el8,aarch64,pg_plan_filter,plan_filter,pg_plan_filter_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_polyline,pg_polyline,pg_polyline_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_prefix,prefix,prefix_14,t,f,pgdg,1.2.10,2
14,el8.aarch64,rpm,el8,aarch64,pg_prioritize,prioritize,pg_prioritize_14,t,f,pgdg,1.0.4,1
14,el8.aarch64,rpm,el8,aarch64,pg_profile,pg_profile,pg_profile_14,t,f,pgdg,4.8,4
14,el8.aarch64,rpm,el8,aarch64,pg_protobuf,pg_protobuf,pg_protobuf_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_qualstats,pg_qualstats,pg_qualstats_14,t,f,pgdg,2.1.1,3
14,el8.aarch64,rpm,el8,aarch64,pg_random,random,pg_random_14,t,f,pigsty,2.0.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_rational,pg_rational,pg_rational_14,t,f,pigsty,0.0.2,1
14,el8.aarch64,rpm,el8,aarch64,pg_readme,pg_readme,pg_readme_14,t,f,pgdg,0.7.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_readonly,pg_readonly,pg_readonly_14,t,f,pgdg,1.0.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_redis_pubsub,redis,pg_redis_pubsub_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_relusage,pg_relusage,pg_relusage_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_render,pg_render,pg_render_14,t,f,pigsty,0.1.2,1
14,el8.aarch64,rpm,el8,aarch64,pg_repack,pg_repack,pg_repack_14,t,f,pgdg,1.5.2,3
14,el8.aarch64,rpm,el8,aarch64,pg_rrule,pg_rrule,,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pg_savior,pg_savior,pg_savior_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_schedoc,schedoc,pg_schedoc_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_search,pg_search,pg_search_14,t,f,pigsty,0.15.18,1
14,el8.aarch64,rpm,el8,aarch64,pg_semver,semver,semver_14,t,f,pgdg,0.32.1,2
14,el8.aarch64,rpm,el8,aarch64,pg_session_jwt,pg_session_jwt,pg_session_jwt_14,t,f,pigsty,0.3.1,2
14,el8.aarch64,rpm,el8,aarch64,pg_show_plans,pg_show_plans,pg_show_plans_14,t,f,pgdg,2.1.3,3
14,el8.aarch64,rpm,el8,aarch64,pg_similarity,pg_similarity,pg_similarity_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_smtp_client,pg_smtp_client,pg_smtp_client_14,t,f,pigsty,0.2.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_snakeoil,pg_snakeoil,pg_snakeoil_14,t,f,pigsty,1.4,1
14,el8.aarch64,rpm,el8,aarch64,pg_sqlog,pg_sqlog,pg_sqlog_14,t,f,pigsty,1.6,1
14,el8.aarch64,rpm,el8,aarch64,pg_squeeze,pg_squeeze,pg_squeeze_14,t,f,pgdg,1.8.0,5
14,el8.aarch64,rpm,el8,aarch64,pg_stat_kcache,pg_stat_kcache,pg_stat_kcache_14,t,f,pgdg,2.3.0,4
14,el8.aarch64,rpm,el8,aarch64,pg_stat_monitor,pg_stat_monitor,pg_stat_monitor_14,t,f,pgdg,2.1.1,5
14,el8.aarch64,rpm,el8,aarch64,pg_statement_rollback,pg_statement_rollback,pg_statement_rollback_14,t,f,pgdg,1.4,2
14,el8.aarch64,rpm,el8,aarch64,pg_store_plans,pg_store_plans,pg_store_plans_14,t,f,pigsty,1.8,1
14,el8.aarch64,rpm,el8,aarch64,pg_strom,pg_strom,pg_strom_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pg_summarize,pg_summarize,pg_summarize_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_task,pg_task,pg_task_14,t,f,pgdg,2.1.7,2
14,el8.aarch64,rpm,el8,aarch64,pg_tde,pg_tde,percona-postgresql14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pg_tiktoken,pg_tiktoken,pg_tiktoken_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_timeseries,timeseries,pg_timeseries_14,t,f,pigsty,0.1.6,1
14,el8.aarch64,rpm,el8,aarch64,pg_tle,pg_tle,pg_tle_14,t,f,pgdg,1.5.1,4
14,el8.aarch64,rpm,el8,aarch64,pg_tokenizer,pg_tokenizer,pg_tokenizer_14,t,f,pigsty,0.1.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_tracing,pg_tracing,pg_tracing_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pg_track_settings,pg_track_settings,pg_track_settings_14,t,f,pgdg,2.1.2,2
14,el8.aarch64,rpm,el8,aarch64,pg_tzf,tzf,pg_tzf_14,t,f,pigsty,0.2.2,2
14,el8.aarch64,rpm,el8,aarch64,pg_uint128,uint128,pg_uint128_14,t,f,pigsty,1.0.0,1
14,el8.aarch64,rpm,el8,aarch64,pg_upless,pg_upless,pg_upless_14,t,f,pigsty,0.0.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_uri,uri,pg_uri_14,t,f,pigsty,1.20151224,1
14,el8.aarch64,rpm,el8,aarch64,pg_uuidv7,pg_uuidv7,pg_uuidv7_14,t,f,pgdg,1.6.0,8
14,el8.aarch64,rpm,el8,aarch64,pg_vault,supabase_vault,vault_14,t,f,pigsty,0.3.1,2
14,el8.aarch64,rpm,el8,aarch64,pg_vectorize,vectorize,pg_vectorize_14,t,f,pigsty,0.22.2,2
14,el8.aarch64,rpm,el8,aarch64,pg_wait_sampling,pg_wait_sampling,pg_wait_sampling_14,t,f,pgdg,1.1.8,4
14,el8.aarch64,rpm,el8,aarch64,pg_xenophile,pg_xenophile,pg_xenophile_14,t,f,pigsty,0.8.3,1
14,el8.aarch64,rpm,el8,aarch64,pg_xxhash,xxhash,pg_xxhash_14,t,f,pigsty,0.0.1,1
14,el8.aarch64,rpm,el8,aarch64,pg_zstd,zstd,pg_zstd_14,t,f,pigsty,1.1.2,1
14,el8.aarch64,rpm,el8,aarch64,pgactive,pgactive,pgactive_14,t,f,pigsty,2.1.5,1
14,el8.aarch64,rpm,el8,aarch64,pgagent,pgagent,pgagent_14,t,f,pgdg,4.2.3,2
14,el8.aarch64,rpm,el8,aarch64,pgaudit,pgaudit,pgaudit16_14,t,f,pgdg,1.6.3,2
14,el8.aarch64,rpm,el8,aarch64,pgauditlogtofile,pgauditlogtofile,pgauditlogtofile_14,t,f,pgdg,1.6.4,8
14,el8.aarch64,rpm,el8,aarch64,pgautofailover,pgautofailover,pg_auto_failover_14,t,f,pgdg,2.2,3
14,el8.aarch64,rpm,el8,aarch64,pgbouncer_fdw,pgbouncer_fdw,pgbouncer_fdw_14,t,f,pgdg,1.4.0,6
14,el8.aarch64,rpm,el8,aarch64,pgcozy,pgcozy,pgcozy_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pgcryptokey,pgcryptokey,pgcryptokey_14,t,f,pgdg,0.85,2
14,el8.aarch64,rpm,el8,aarch64,pgdd,pgdd,pgdd_14,t,f,pigsty,0.6.0,2
14,el8.aarch64,rpm,el8,aarch64,pgemailaddr,emailaddr,pg_emailaddr_14,t,f,pigsty,0,1
14,el8.aarch64,rpm,el8,aarch64,pgextwlist,pgextwlist,pgextwlist_14,t,f,pigsty,1.17,1
14,el8.aarch64,rpm,el8,aarch64,pgfaceting,pgfaceting,pgfaceting_14,t,f,pigsty,0.2.0,2
14,el8.aarch64,rpm,el8,aarch64,pgfincore,pgfincore,pgfincore_14,t,f,pgdg,1.3.1,2
14,el8.aarch64,rpm,el8,aarch64,pgjq,pgjq,pgjq_14,t,f,pigsty,0.1.0,1
14,el8.aarch64,rpm,el8,aarch64,pgjwt,pgjwt,pgjwt_14,t,f,pigsty,0.2.0,1
14,el8.aarch64,rpm,el8,aarch64,pgl_ddl_deploy,pgl_ddl_deploy,pgl_ddl_deploy_14,t,f,pgdg,2.2.1,2
14,el8.aarch64,rpm,el8,aarch64,pglite_fusion,pglite_fusion,pglite_fusion_14,t,f,pigsty,0.0.5,2
14,el8.aarch64,rpm,el8,aarch64,pglogical,pglogical,pglogical_14,t,f,pgdg,2.4.3,2
14,el8.aarch64,rpm,el8,aarch64,pglogical_ticker,pglogical_ticker,pglogical_ticker_14,t,f,pigsty,1.4.1,1
14,el8.aarch64,rpm,el8,aarch64,pgmemcache,pgmemcache,pgmemcache_14,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pgmeminfo,pgmeminfo,pgmeminfo_14,t,f,pigsty,1.0.0,2
14,el8.aarch64,rpm,el8,aarch64,pgml,pgml,pgml_14,t,f,pigsty,2.10.0,1
14,el8.aarch64,rpm,el8,aarch64,pgmp,pgmp,pgmp_14,t,f,pgdg,1.0.4,1
14,el8.aarch64,rpm,el8,aarch64,pgmq,pgmq,pgmq_14,t,f,pigsty,1.5.1,1
14,el8.aarch64,rpm,el8,aarch64,pgnodemx,pgnodemx,pgnodemx_14,t,f,pigsty,1.7,1
14,el8.aarch64,rpm,el8,aarch64,pgpcre,pgpcre,pgpcre_14,t,f,pigsty,1,2
14,el8.aarch64,rpm,el8,aarch64,pgpdf,pgpdf,pgpdf_14,t,f,pigsty,0.1.0,2
14,el8.aarch64,rpm,el8,aarch64,pgpool,pgpool_adm,pgpool-II-pg14-extensions,t,f,,,0
14,el8.aarch64,rpm,el8,aarch64,pgq,pgq,pgq_14,t,f,pgdg,3.5.1,2
14,el8.aarch64,rpm,el8,aarch64,pgqr,pgqr,pgqr_14,t,f,pigsty,1.0,1
14,el8.aarch64,rpm,el8,aarch64,pgroonga,pgroonga,pgroonga_14,t,f,pigsty,4.0.0,1
14,el8.aarch64,rpm,el8,aarch64,pgrouting,pgrouting,pgrouting_14,t,f,pgdg,3.8.0,14
14,el8.aarch64,rpm,el8,aarch64,pgsentinel,pgsentinel,pgsentinel_14,t,f,pigsty,1.1.0,1
