pg,os,type,os_code,os_arch,pkg,ext,pname,miss,hide,pkg_repo,pkg_ver,count
13,d12.aarch64,deb,d12,aarch64,age,age,postgresql-13-age,t,f,pgdg,1.5.0~rc0,1
13,d12.aarch64,deb,d12,aarch64,aggs_for_arrays,aggs_for_arrays,postgresql-13-aggs-for-arrays,t,f,pigsty,1.3.3,1
13,d12.aarch64,deb,d12,aarch64,aggs_for_vecs,aggs_for_vecs,postgresql-13-aggs-for-vecs,t,f,pigsty,1.4.0,1
13,d12.aarch64,deb,d12,aarch64,asn1oid,asn1oid,postgresql-13-asn1oid,t,f,pgdg,1.6,1
13,d12.aarch64,deb,d12,aarch64,aws_s3,aws_s3,postgresql-13-aws-s3,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,babelfishpg_common,babelfishpg_common,babelfishpg-common,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,babelfishpg_money,babelfishpg_money,babelfishpg-money,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,babelfishpg_tds,babelfishpg_tds,babelfishpg-tds,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,babelfishpg_tsql,babelfishpg_tsql,babelfishpg-tsql,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,bgw_replstatus,bgw_replstatus,postgresql-13-bgw-replstatus,t,f,pgdg,1.0.8,1
13,d12.aarch64,deb,d12,aarch64,chkpass,chkpass,postgresql-13-chkpass,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,citus,citus,postgresql-13-citus,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,count_distinct,count_distinct,postgresql-13-count-distinct,t,f,pigsty,3.0.2,1
13,d12.aarch64,deb,d12,aarch64,credcheck,credcheck,postgresql-13-credcheck,t,f,pgdg,3.0,1
13,d12.aarch64,deb,d12,aarch64,cryptint,cryptint,postgresql-13-cryptint,t,f,pigsty,1.0.0,1
13,d12.aarch64,deb,d12,aarch64,data_historization,data_historization,postgresql-13-data-historization,t,f,pigsty,1.1.0,1
13,d12.aarch64,deb,d12,aarch64,db2_fdw,db2_fdw,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,db_migrator,db_migrator,postgresql-13-db-migrator,t,f,pigsty,1.0.0,1
13,d12.aarch64,deb,d12,aarch64,dbt2,dbt2,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,ddl_historization,ddl_historization,postgresql-13-ddl-historization,t,f,pigsty,0.0.7,1
13,d12.aarch64,deb,d12,aarch64,ddsketch,ddsketch,postgresql-13-ddsketch,t,f,pigsty,1.0.1,1
13,d12.aarch64,deb,d12,aarch64,debversion,debversion,postgresql-13-debversion,t,f,pgdg,1.2.0,1
13,d12.aarch64,deb,d12,aarch64,decoder_raw,decoder_raw,postgresql-13-decoder-raw,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,decoderbufs,decoderbufs,postgresql-13-decoderbufs,t,f,pgdg,3.1.1,1
13,d12.aarch64,deb,d12,aarch64,documentdb,documentdb,postgresql-13-documentdb,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,duckdb_fdw,duckdb_fdw,postgresql-13-duckdb-fdw,t,f,pigsty,1.1.2,1
13,d12.aarch64,deb,d12,aarch64,emaj,emaj,postgresql-13-emaj,t,f,pigsty,4.6.0,1
13,d12.aarch64,deb,d12,aarch64,envvar,envvar,postgresql-13-pg-envvar,t,f,pigsty,1.0.1,1
13,d12.aarch64,deb,d12,aarch64,extra_window_functions,extra_window_functions,postgresql-13-extra-window-functions,t,f,pgdg,1.0,1
13,d12.aarch64,deb,d12,aarch64,faker,faker,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,firebird_fdw,firebird_fdw,postgresql-13-firebird-fdw,t,f,pigsty,1.4.0,1
13,d12.aarch64,deb,d12,aarch64,first_last_agg,first_last_agg,postgresql-13-first-last-agg,t,f,pgdg,0.1.4-4-gd63ea3b,1
13,d12.aarch64,deb,d12,aarch64,floatfile,floatfile,postgresql-13-floatfile,t,f,pigsty,1.3.1,1
13,d12.aarch64,deb,d12,aarch64,floatvec,floatvec,postgresql-13-floatvec,t,f,pigsty,1.1.1,1
13,d12.aarch64,deb,d12,aarch64,geoip,geoip,postgresql-13-geoip,t,f,pigsty,0.3.0,1
13,d12.aarch64,deb,d12,aarch64,hashtypes,hashtypes,postgresql-13-hashtypes,t,f,pigsty,0.1.5,1
13,d12.aarch64,deb,d12,aarch64,hdfs_fdw,hdfs_fdw,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,hll,hll,postgresql-13-hll,t,f,pgdg,2.18,1
13,d12.aarch64,deb,d12,aarch64,hunspell_cs_cz,hunspell_cs_cz,postgresql-13-hunspell-cs-cz,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_de_de,hunspell_de_de,postgresql-13-hunspell-de-de,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_en_us,hunspell_en_us,postgresql-13-hunspell-en-us,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_fr,hunspell_fr,postgresql-13-hunspell-fr,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_ne_np,hunspell_ne_np,postgresql-13-hunspell-ne-np,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_nl_nl,hunspell_nl_nl,postgresql-13-hunspell-nl-nl,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_nn_no,hunspell_nn_no,postgresql-13-hunspell-nn-no,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_pt_pt,hunspell_pt_pt,postgresql-13-hunspell-pt-pt,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_ru_ru,hunspell_ru_ru,postgresql-13-hunspell-ru-ru,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hunspell_ru_ru_aot,hunspell_ru_ru_aot,postgresql-13-hunspell-ru-ru-aot,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,hydra,columnar,postgresql-13-hydra,t,f,pigsty,1.1.2,1
13,d12.aarch64,deb,d12,aarch64,hypopg,hypopg,postgresql-13-hypopg,t,f,pgdg,1.4.2,1
13,d12.aarch64,deb,d12,aarch64,icu_ext,icu_ext,postgresql-13-icu-ext,t,f,pgdg,1.10.0,1
13,d12.aarch64,deb,d12,aarch64,imgsmlr,imgsmlr,postgresql-13-imgsmlr,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,index_advisor,index_advisor,postgresql-13-index-advisor,t,f,pigsty,0.2.0,1
13,d12.aarch64,deb,d12,aarch64,ip4r,ip4r,postgresql-13-ip4r,t,f,pgdg,2.4.2,1
13,d12.aarch64,deb,d12,aarch64,jdbc_fdw,jdbc_fdw,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,jsquery,jsquery,postgresql-13-jsquery,t,f,pgdg,1.2,1
13,d12.aarch64,deb,d12,aarch64,kafka_fdw,kafka_fdw,postgresql-13-kafka-fdw,t,f,pigsty,0.0.3,1
13,d12.aarch64,deb,d12,aarch64,log_fdw,log_fdw,postgresql-13-log-fdw,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,logerrors,logerrors,postgresql-13-logerrors,t,f,pigsty,2.1.3,1
13,d12.aarch64,deb,d12,aarch64,login_hook,login_hook,postgresql-13-login-hook,t,f,pigsty,1.6,1
13,d12.aarch64,deb,d12,aarch64,lower_quantile,lower_quantile,postgresql-13-lower-quantile,t,f,pigsty,1.0.3,1
13,d12.aarch64,deb,d12,aarch64,md5hash,md5hash,postgresql-13-md5hash,t,f,pigsty,1.0.1,1
13,d12.aarch64,deb,d12,aarch64,mimeo,mimeo,postgresql-13-mimeo,t,f,pgdg,1.5.1,1
13,d12.aarch64,deb,d12,aarch64,mobilitydb,mobilitydb,postgresql-13-mobilitydb,t,f,pgdg,1.2.0,1
13,d12.aarch64,deb,d12,aarch64,mongo_fdw,mongo_fdw,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,multicorn,multicorn,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,mysql_fdw,mysql_fdw,postgresql-13-mysql-fdw,t,f,pgdg,2.9.2,1
13,d12.aarch64,deb,d12,aarch64,numeral,numeral,postgresql-13-numeral,t,f,pgdg,1.3,1
13,d12.aarch64,deb,d12,aarch64,odbc_fdw,odbc_fdw,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,ogr_fdw,ogr_fdw,postgresql-13-ogr-fdw,t,f,pgdg,1.1.7,1
13,d12.aarch64,deb,d12,aarch64,omnigres,omni,postgresql-13-omnigres,t,f,pigsty,20250120,1
13,d12.aarch64,deb,d12,aarch64,omnisketch,omnisketch,postgresql-13-omnisketch,t,f,pigsty,1.0.2,1
13,d12.aarch64,deb,d12,aarch64,oracle_fdw,oracle_fdw,postgresql-13-oracle-fdw,t,f,pgdg,2.8.0,1
13,d12.aarch64,deb,d12,aarch64,orafce,orafce,postgresql-13-orafce,t,f,pgdg,4.14.4,1
13,d12.aarch64,deb,d12,aarch64,orioledb,orioledb,oriolepg-13-orioledb,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pagevis,pagevis,postgresql-13-pagevis,t,f,pigsty,0.1,1
13,d12.aarch64,deb,d12,aarch64,passwordcheck,passwordcheck_cracklib,postgresql-13-passwordcheck-cracklib,t,f,pigsty,3.1.0,1
13,d12.aarch64,deb,d12,aarch64,periods,periods,postgresql-13-periods,t,f,pgdg,1.2.3,1
13,d12.aarch64,deb,d12,aarch64,permuteseq,permuteseq,postgresql-13-permuteseq,t,f,pigsty,1.2.2,1
13,d12.aarch64,deb,d12,aarch64,pg4ml,pg4ml,postgresql-13-pg4ml,t,f,pigsty,2.0,1
13,d12.aarch64,deb,d12,aarch64,pg_acl,acl,postgresql-13-acl,t,f,pigsty,1.0.4,1
13,d12.aarch64,deb,d12,aarch64,pg_analytics,pg_analytics,postgresql-13-pg-analytics,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_anon,anon,postgresql-13-pg-anon,t,f,pigsty,2.1.1,1
13,d12.aarch64,deb,d12,aarch64,pg_arraymath,arraymath,postgresql-13-pg-arraymath,t,f,pigsty,1.1,1
13,d12.aarch64,deb,d12,aarch64,pg_auditor,pg_auditor,postgresql-13-pg-auditor,t,f,pigsty,0.2,1
13,d12.aarch64,deb,d12,aarch64,pg_auth_mon,pg_auth_mon,postgresql-13-pg-auth-mon,t,f,pigsty,3.0,1
13,d12.aarch64,deb,d12,aarch64,pg_background,pg_background,postgresql-13-pg-background,t,f,pigsty,1.3,1
13,d12.aarch64,deb,d12,aarch64,pg_base36,base36,postgresql-13-base36,t,f,pigsty,1.0.0,1
13,d12.aarch64,deb,d12,aarch64,pg_base58,pg_base58,postgresql-13-pg-base58,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_base62,base62,postgresql-13-base62,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_bestmatch,pg_bestmatch,postgresql-13-pg-bestmatch,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_bigm,pg_bigm,postgresql-13-pg-bigm,t,f,pigsty,1.2,1
13,d12.aarch64,deb,d12,aarch64,pg_bulkload,pg_bulkload,postgresql-13-pg-bulkload,t,f,pigsty,3.1.22,1
13,d12.aarch64,deb,d12,aarch64,pg_bzip,bzip,postgresql-13-bzip,t,f,pigsty,1.0.0,1
13,d12.aarch64,deb,d12,aarch64,pg_cardano,pg_cardano,postgresql-13-pg-cardano,t,f,pigsty,1.0.5,1
13,d12.aarch64,deb,d12,aarch64,pg_catcheck,pg_catcheck,postgresql-13-pg-catcheck,t,f,pgdg,1.6.0,1
13,d12.aarch64,deb,d12,aarch64,pg_cheat_funcs,pg_cheat_funcs,postgresql-13-pg-cheat-funcs,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_checksums,pg_checksums,postgresql-13-pg-checksums,t,f,pgdg,1.2,1
13,d12.aarch64,deb,d12,aarch64,pg_collection,collection,postgresql-13-collection,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_convert,convert,postgresql-13-convert,t,f,pigsty,0.0.4,1
13,d12.aarch64,deb,d12,aarch64,pg_cooldown,pg_cooldown,postgresql-13-pg-cooldown,t,f,pigsty,0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_country,country,postgresql-13-pg-country,t,f,pigsty,0.0.3,1
13,d12.aarch64,deb,d12,aarch64,pg_crash,pg_crash,postgresql-13-pg-crash,t,f,pigsty,1.0,2
13,d12.aarch64,deb,d12,aarch64,pg_cron,pg_cron,postgresql-13-cron,t,f,pgdg,1.6.5,1
13,d12.aarch64,deb,d12,aarch64,pg_curl,pg_curl,postgresql-13-pg-curl,t,f,pigsty,2.4.5,1
13,d12.aarch64,deb,d12,aarch64,pg_currency,currency,postgresql-13-pg-currency,t,f,pigsty,0.0.3,1
13,d12.aarch64,deb,d12,aarch64,pg_dbms_job,pg_dbms_job,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_dbms_lock,pg_dbms_lock,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_dbms_metadata,pg_dbms_metadata,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_ddlx,ddlx,postgresql-13-ddlx,t,f,pigsty,0.29,1
13,d12.aarch64,deb,d12,aarch64,pg_dirtyread,pg_dirtyread,postgresql-13-dirtyread,t,f,pgdg,2.7,1
13,d12.aarch64,deb,d12,aarch64,pg_drop_events,pg_drop_events,postgresql-13-pg-drop-events,t,f,pigsty,0.1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_duckdb,pg_duckdb,postgresql-13-pg-duckdb,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_duration,pg_duration,postgresql-13-pg-duration,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_ecdsa,pguecc,postgresql-13-pg-ecdsa,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_explain_ui,explain_ui,postgresql-13-pg-explain-ui,t,f,pigsty,0.0.0,1
13,d12.aarch64,deb,d12,aarch64,pg_extra_time,pg_extra_time,postgresql-13-pg-extra-time,t,f,pigsty,2.0.0,1
13,d12.aarch64,deb,d12,aarch64,pg_fact_loader,pg_fact_loader,postgresql-13-pg-fact-loader,t,f,pgdg,2.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_failover_slots,pg_failover_slots,postgresql-13-pg-failover-slots,t,f,pgdg,1.1.0,2
13,d12.aarch64,deb,d12,aarch64,pg_financial,financial,postgresql-13-pg-financial,t,f,pigsty,1.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_fio,fio,postgresql-13-pg-fio,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_fkpart,pg_fkpart,postgresql-13-pg-fkpart,t,f,pigsty,1.7.0,1
13,d12.aarch64,deb,d12,aarch64,pg_geohash,pg_geohash,postgresql-13-pg-geohash,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_graphql,pg_graphql,postgresql-13-pg-graphql,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_gzip,gzip,postgresql-13-gzip,t,f,pigsty,1.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_h3,h3,postgresql-13-h3,t,f,pgdg,4.2.3,1
13,d12.aarch64,deb,d12,aarch64,pg_hashids,pg_hashids,postgresql-13-pg-hashids,t,f,pigsty,1.3,1
13,d12.aarch64,deb,d12,aarch64,pg_hashlib,hashlib,postgresql-13-pg-hashlib,t,f,pigsty,1.1,1
13,d12.aarch64,deb,d12,aarch64,pg_hint_plan,pg_hint_plan,postgresql-13-pg-hint-plan,t,f,pgdg,1.3.10,1
13,d12.aarch64,deb,d12,aarch64,pg_html5_email_address,pg_html5_email_address,postgresql-13-pg-html5-email-address,t,f,pigsty,1.2.3,1
13,d12.aarch64,deb,d12,aarch64,pg_http,http,postgresql-13-http,t,f,pgdg,1.6.3,1
13,d12.aarch64,deb,d12,aarch64,pg_idkit,pg_idkit,postgresql-13-pg-idkit,t,f,pigsty,0.3.0,1
13,d12.aarch64,deb,d12,aarch64,pg_incremental,pg_incremental,postgresql-13-pg-incremental,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_ivm,pg_ivm,postgresql-13-pg-ivm,t,f,pigsty,1.11,1
13,d12.aarch64,deb,d12,aarch64,pg_jobmon,pg_jobmon,postgresql-13-pg-jobmon,t,f,pigsty,1.4.1,1
13,d12.aarch64,deb,d12,aarch64,pg_jsonschema,pg_jsonschema,postgresql-13-pg-jsonschema,t,f,pigsty,0.3.3,1
13,d12.aarch64,deb,d12,aarch64,pg_later,pg_later,postgresql-13-pg-later,t,f,pigsty,0.3.0,1
13,d12.aarch64,deb,d12,aarch64,pg_math,pg_math,postgresql-13-pg-math,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_meta,meta,postgresql-13-pg-meta,t,f,pigsty,0.4.0,1
13,d12.aarch64,deb,d12,aarch64,pg_mooncake,pg_mooncake,postgresql-13-pg-mooncake,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_net,pg_net,postgresql-13-pg-net,t,f,pigsty,0.14.0,1
13,d12.aarch64,deb,d12,aarch64,pg_noset,noset,postgresql-13-noset,t,f,pigsty,0.3.0,1
13,d12.aarch64,deb,d12,aarch64,pg_orphaned,pg_orphaned,postgresql-13-pg-orphaned,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_parquet,pg_parquet,postgresql-13-pg-parquet,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_partman,pg_partman,postgresql-13-partman,t,f,pgdg,4.7.4,1
13,d12.aarch64,deb,d12,aarch64,pg_permissions,pg_permissions,postgresql-13-pg-permissions,t,f,pgdg,1.3,2
13,d12.aarch64,deb,d12,aarch64,pg_plan_filter,plan_filter,postgresql-13-pg-plan-filter,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_polyline,pg_polyline,postgresql-13-pg-polyline,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_prefix,prefix,postgresql-13-prefix,t,f,pgdg,1.2.10,1
13,d12.aarch64,deb,d12,aarch64,pg_prioritize,prioritize,postgresql-13-prioritize,t,f,pgdg,1.0.4,1
13,d12.aarch64,deb,d12,aarch64,pg_profile,pg_profile,postgresql-13-pg-profile,t,f,pigsty,4.8,1
13,d12.aarch64,deb,d12,aarch64,pg_protobuf,pg_protobuf,postgresql-13-pg-protobuf,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_qualstats,pg_qualstats,postgresql-13-pg-qualstats,t,f,pgdg,2.1.1,1
13,d12.aarch64,deb,d12,aarch64,pg_random,random,postgresql-13-random,t,f,pigsty,2.0.0,1
13,d12.aarch64,deb,d12,aarch64,pg_rational,pg_rational,postgresql-13-rational,t,f,pgdg,0.0.2,1
13,d12.aarch64,deb,d12,aarch64,pg_readme,pg_readme,postgresql-13-pg-readme,t,f,pigsty,0.7.0,1
13,d12.aarch64,deb,d12,aarch64,pg_readonly,pg_readonly,postgresql-13-pg-readonly,t,f,pigsty,1.0.0,1
13,d12.aarch64,deb,d12,aarch64,pg_redis_pubsub,redis,postgresql-13-pg-redis-pubsub,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_relusage,pg_relusage,postgresql-13-pg-relusage,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_render,pg_render,postgresql-13-pg-render,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_repack,pg_repack,postgresql-13-repack,t,f,pgdg,1.5.2,1
13,d12.aarch64,deb,d12,aarch64,pg_rrule,pg_rrule,postgresql-13-pg-rrule,t,f,pgdg,0.2.0+git20211101.d7d10f2,1
13,d12.aarch64,deb,d12,aarch64,pg_savior,pg_savior,postgresql-13-pg-savior,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_schedoc,schedoc,postgresql-13-pg-schedoc,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_search,pg_search,postgresql-13-pg-search,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_semver,semver,postgresql-13-semver,t,f,pgdg,0.40.0,1
13,d12.aarch64,deb,d12,aarch64,pg_session_jwt,pg_session_jwt,postgresql-13-pg-session-jwt,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_show_plans,pg_show_plans,postgresql-13-show-plans,t,f,pgdg,2.1.2,1
13,d12.aarch64,deb,d12,aarch64,pg_similarity,pg_similarity,postgresql-13-similarity,t,f,pgdg,1.0,1
13,d12.aarch64,deb,d12,aarch64,pg_smtp_client,pg_smtp_client,postgresql-13-pg-smtp-client,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_snakeoil,pg_snakeoil,postgresql-13-snakeoil,t,f,pgdg,1.4,1
13,d12.aarch64,deb,d12,aarch64,pg_sqlog,pg_sqlog,postgresql-13-pg-sqlog,t,f,pigsty,1.6,1
13,d12.aarch64,deb,d12,aarch64,pg_squeeze,pg_squeeze,postgresql-13-squeeze,t,f,pgdg,1.8.0,1
13,d12.aarch64,deb,d12,aarch64,pg_stat_kcache,pg_stat_kcache,postgresql-13-pg-stat-kcache,t,f,pgdg,2.3.0,1
13,d12.aarch64,deb,d12,aarch64,pg_stat_monitor,pg_stat_monitor,postgresql-13-pg-stat-monitor,t,f,pigsty,2.2.0,1
13,d12.aarch64,deb,d12,aarch64,pg_statement_rollback,pg_statement_rollback,postgresql-13-pg-statement-rollback,t,f,pigsty,1.4,1
13,d12.aarch64,deb,d12,aarch64,pg_store_plans,pg_store_plans,postgresql-13-pg-store-plan,t,f,pigsty,1.8,1
13,d12.aarch64,deb,d12,aarch64,pg_strom,pg_strom,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_summarize,pg_summarize,postgresql-13-pg-summarize,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_task,pg_task,postgresql-13-pg-task,t,f,pigsty,1.0.0,1
13,d12.aarch64,deb,d12,aarch64,pg_tde,pg_tde,percona-postgresql-13,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_tiktoken,pg_tiktoken,postgresql-13-pg-tiktoken,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_timeseries,timeseries,postgresql-13-pg-timeseries,t,f,pigsty,0.1.6,1
13,d12.aarch64,deb,d12,aarch64,pg_tle,pg_tle,postgresql-13-pg-tle,t,f,pigsty,1.5.1,1
13,d12.aarch64,deb,d12,aarch64,pg_tokenizer,pg_tokenizer,postgresql-13-pg-tokenizer,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_tracing,pg_tracing,postgresql-13-pg-tracing,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_track_settings,pg_track_settings,postgresql-13-pg-track-settings,t,f,pgdg,2.1.2,1
13,d12.aarch64,deb,d12,aarch64,pg_tzf,tzf,postgresql-13-tzf,t,f,pigsty,0.2.2,1
13,d12.aarch64,deb,d12,aarch64,pg_uint128,uint128,postgresql-13-pg-uint128,t,f,pigsty,1.0.0,1
13,d12.aarch64,deb,d12,aarch64,pg_upless,pg_upless,postgresql-13-pg-upless,t,f,pigsty,0.0.3,1
13,d12.aarch64,deb,d12,aarch64,pg_uri,uri,postgresql-13-pg-uri,t,f,pigsty,1.20151224,1
13,d12.aarch64,deb,d12,aarch64,pg_uuidv7,pg_uuidv7,postgresql-13-pg-uuidv7,t,f,pigsty,1.6.0,1
13,d12.aarch64,deb,d12,aarch64,pg_vault,supabase_vault,postgresql-13-vault,t,f,pigsty,0.3.1,1
13,d12.aarch64,deb,d12,aarch64,pg_vectorize,vectorize,postgresql-13-pg-vectorize,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pg_wait_sampling,pg_wait_sampling,postgresql-13-pg-wait-sampling,t,f,pgdg,1.1.8,1
13,d12.aarch64,deb,d12,aarch64,pg_xenophile,pg_xenophile,postgresql-13-pg-xenophile,t,f,pigsty,0.8.3,1
13,d12.aarch64,deb,d12,aarch64,pg_xxhash,xxhash,postgresql-13-pg-xxhash,t,f,pigsty,0.0.1,1
13,d12.aarch64,deb,d12,aarch64,pg_zstd,zstd,postgresql-13-zstd,t,f,pigsty,1.1.2,1
13,d12.aarch64,deb,d12,aarch64,pgactive,pgactive,postgresql-13-pgactive,t,f,pigsty,2.1.5,1
13,d12.aarch64,deb,d12,aarch64,pgagent,pgagent,pgagent,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pgaudit,pgaudit,postgresql-13-pgaudit,t,f,pgdg,1.5.3,1
13,d12.aarch64,deb,d12,aarch64,pgauditlogtofile,pgauditlogtofile,postgresql-13-pgauditlogtofile,t,f,pgdg,1.6.4,1
13,d12.aarch64,deb,d12,aarch64,pgautofailover,pgautofailover,postgresql-13-auto-failover,t,f,pgdg,2.2,1
13,d12.aarch64,deb,d12,aarch64,pgbouncer_fdw,pgbouncer_fdw,,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pgcozy,pgcozy,postgresql-13-pgcozy,t,f,pigsty,1.0,1
13,d12.aarch64,deb,d12,aarch64,pgcryptokey,pgcryptokey,postgresql-13-pgcryptokey,t,f,pigsty,0.85,1
13,d12.aarch64,deb,d12,aarch64,pgdd,pgdd,postgresql-13-pgdd,t,f,pigsty,0.6.0,1
13,d12.aarch64,deb,d12,aarch64,pgemailaddr,emailaddr,postgresql-13-pg-emailaddr,t,f,pigsty,0,1
13,d12.aarch64,deb,d12,aarch64,pgextwlist,pgextwlist,postgresql-13-pgextwlist,t,f,pgdg,1.19,1
13,d12.aarch64,deb,d12,aarch64,pgfaceting,pgfaceting,postgresql-13-pgfaceting,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pgfincore,pgfincore,postgresql-13-pgfincore,t,f,pgdg,1.3.1,1
13,d12.aarch64,deb,d12,aarch64,pgjq,pgjq,postgresql-13-pgjq,t,f,,,0
13,d12.aarch64,deb,d12,aarch64,pgjwt,pgjwt,postgresql-13-pgjwt,t,f,pigsty,0.2.0,1
13,d12.aarch64,deb,d12,aarch64,pgl_ddl_deploy,pgl_ddl_deploy,postgresql-13-pgl-ddl-deploy,t,f,pgdg,2.2.1,1
13,d12.aarch64,deb,d12,aarch64,pglite_fusion,pglite_fusion,postgresql-13-pglite-fusion,t,f,pigsty,0.0.5,1
13,d12.aarch64,deb,d12,aarch64,pglogical,pglogical,postgresql-13-pglogical,t,f,pgdg,2.4.5,1
13,d12.aarch64,deb,d12,aarch64,pglogical_ticker,pglogical_ticker,postgresql-13-pglogical-ticker,t,f,pgdg,1.4.1,1
13,d12.aarch64,deb,d12,aarch64,pgmemcache,pgmemcache,postgresql-13-pgmemcache,t,f,pgdg,2.3.0,1
13,d12.aarch64,deb,d12,aarch64,pgmeminfo,pgmeminfo,postgresql-13-pgmeminfo,t,f,pigsty,1.0.0,1
13,d12.aarch64,deb,d12,aarch64,pgml,pgml,postgresql-13-pgml,t,f,pigsty,2.10.0,1
13,d12.aarch64,deb,d12,aarch64,pgmp,pgmp,postgresql-13-pgmp,t,f,pgdg,1.0.5,1
13,d12.aarch64,deb,d12,aarch64,pgmq,pgmq,postgresql-13-pgmq,t,f,pigsty,1.5.1,1
13,d12.aarch64,deb,d12,aarch64,pgnodemx,pgnodemx,postgresql-13-pgnodemx,t,f,pigsty,1.7,2
